byline,critics_pick,date_updated,display_title,headline,link.suggested_link_text,link.type,link.url,mpaa_rating,multimedia,multimedia.height,multimedia.src,multimedia.type,multimedia.width,opening_date,publication_date,summary_short
NEIL GENZLINGER,1,2/11/17 4:18,Uncle John,Review: ‘Uncle John’ Is Steeped in Secrets,Read the New York Times Review of Uncle John,article,http://www.nytimes.com/2015/09/18/movies/review-uncle-john-is-steeped-in-secrets.html,,,140,https://static01.nyt.com/images/2015/09/18/arts/18UNCLEJOHN/18UNCLEJOHN-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,18/9/15,17/9/15,The first feature from Steven Piet unfolds with murkiness and ambiguity.
DANIEL M. GOLD,1,2/11/17 4:18,The Man Who Saved the World,Review: ‘The Man Who Saved the World’ Recounts a Cold War Near Miss,Read the New York Times Review of The Man Who Saved the World,article,http://www.nytimes.com/2015/09/18/movies/review-the-man-who-saved-the-world-recounts-a-cold-war-near-miss.html,,,140,https://static01.nyt.com/images/2015/09/18/arts/18MANWHO/18MANWHO-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,18/9/15,17/9/15,"This hybrid documentary centers on the life of Lt. Col. Stanislav Petrov, who was in charge of the Soviet early warning systems overnight on Sept. 26, 1983."
JEANNETTE CATSOULIS,1,2/11/17 4:18,Racing Extinction,Review: ‘Racing Extinction’ Charts the Slaughter of Vital Species,Read the New York Times Review of Racing Extinction,article,http://www.nytimes.com/2015/09/18/movies/review-racing-extinction-charts-the-slaughter-of-vital-species.html,,,140,https://static01.nyt.com/images/2015/09/18/arts/18RACINGEXTINCTION/18RACINGEXTINCTION-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,18/9/15,17/9/15,"From the makers of “The Cove,” this documentary centers on the slaughter of creatures for profit without regard for the environmental consequences."
MIKE HALE,1,2/11/17 4:18,Veteran,"Review: In ‘Veteran,’ an ’80s Cop Comedy Vibe From South Korea",Read the New York Times Review of Veteran,article,http://www.nytimes.com/2015/09/18/movies/review-in-veteran-an-80s-cop-comedy-vibe-from-south-korea.html,,,140,https://static01.nyt.com/images/2015/09/18/arts/18VETERAN/18VETERAN-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,18/9/15,17/9/15,"The film follows an honest detective taking on the pampered, sociopathic heir to a family-owned business conglomerate."
STEPHEN HOLDEN,1,2/11/17 4:18,The New Girlfriend,"Review: In ‘The New Girlfriend,’ a Widower’s Secret Life Is Revealed",Read the New York Times Review of The New Girlfriend,article,http://www.nytimes.com/2015/09/18/movies/review-in-the-new-girlfriend-a-widowers-secret-life-is-revealed.html,R,,140,https://static01.nyt.com/images/2015/09/18/arts/NEWGIRLFRIEND/NEWGIRLFRIEND-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,18/9/15,17/9/15,"The director François Ozon offers a serio-comic exploration of cross-dressing, gender fluidity and desire in his adaptation of a dark story by Ruth Rendell."
MANOHLA DARGIS,1,2/11/17 4:16,Office,"Review: In ‘Office’ by Johnnie To, Ups and Downs of Business",Read the New York Times Review of Office,article,http://www.nytimes.com/2015/09/18/movies/review-in-office-by-johnnie-to-ups-and-downs-of-business.html,,,140,https://static01.nyt.com/images/2015/09/18/arts/18OFFICE/18OFFICE-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,17/9/15,"Set after Lehman Brothers’ collapse, Mr. To’s film, starring Chow Yun Fat and Sylvia Chang, looks at the clash between public lies and private lives."
DANIEL M. GOLD,0,2/11/17 4:18,Songs from the North,Review: ‘Songs From the North’ Works to Understand a People and Their Country,Read the New York Times Review of Songs from the North,article,http://www.nytimes.com/2015/09/18/movies/review-songs-from-the-north-works-to-understand-a-people-and-their-country.html,,,140,https://static01.nyt.com/images/2015/09/18/arts/18SONGSFROM/18SONGSFROM-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,18/9/15,17/9/15,"The director Soon-Mi Yoo looks to penetrate presumptions of North Korea in this film, a personal essay built on three trips she took to the nation."
HELEN T. VERONGOS,0,2/11/17 4:18,Some Kind of Hate,"Review: ‘Some Kind of Hate,’ a Bullying-Revenge Slasher Tale",Read the New York Times Review of Some Kind of Hate,article,http://www.nytimes.com/2015/09/18/movies/review-some-kind-of-hate-a-bullying-revenge-slasher-tale.html,,,140,https://static01.nyt.com/images/2015/09/18/arts/18SOMEKIND/18SOMEKIND-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,18/9/15,17/9/15,"The blood flows and flows in this horror thriller, featuring Ronen Rubinstein and Sierra McCormick as two kids — one of them’s dead — trying to get back at their tormentors."
A. O. SCOTT,0,2/11/17 4:18,Sicario,Review: ‘Sicario’ Digs Into the Depths of Drug Cartel Violence,Read the New York Times Review of Sicario,article,http://www.nytimes.com/2015/09/18/movies/review-sicario-digs-into-the-depths-of-drug-cartel-violence.html,R,,140,https://static01.nyt.com/images/2015/09/18/arts/18SICARIO/18SICARIO-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,2/10/15,17/9/15,"Denis Villeneuve’s new movie, which stars Emily Blunt and Josh Brolin, tries to paint a morally complicated picture instead of restaging a morality play."
MANOHLA DARGIS,0,2/11/17 4:18,Prophet's Prey,"Review: ‘Prophet’s Prey,’ a Documentary About Mormon Fundamentalists",Read the New York Times Review of Prophet's Prey,article,http://www.nytimes.com/2015/09/18/movies/review-prophets-prey-a-documentary-about-mormon-fundamentalists.html,,,140,https://static01.nyt.com/images/2015/09/18/arts/18PROPHET/18PROPHET-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,18/9/15,17/9/15,"Amy Berg’s film chronicles the rise and fall of Warren Jeffs, the leader of the Fundamentalist Church of Latter-day Saints."
NICOLE HERRINGTON,0,2/11/17 4:18,Olvidados,Review: ‘Olvidados’ Revisits Rightist Terror in South America,Read the New York Times Review of Olvidados,article,http://www.nytimes.com/2015/09/18/movies/review-olvidados-revisits-rightist-terror-in-south-america.html,,,140,https://static01.nyt.com/images/2015/09/18/arts/18OLVIDADO/18OLVIDADO-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,18/9/15,17/9/15,This Bolivian film depicts a retired general who is haunted by his past role in the torture and deaths of leftist activists.
JOHN WILLIAMS,0,2/11/17 4:18,Maze Runner: The Scorch Trials,Review: ‘Maze Runner: The Scorch Trials’ Pits Hardy Teenagers Against a Mysterious Organization,Read the New York Times Review of Maze Runner: The Scorch Trials,article,http://www.nytimes.com/2015/09/18/movies/review-maze-runner-the-scorch-trials-pits-hardy-teenagers-against-a-mysterious-organization.html,PG-13,,140,https://static01.nyt.com/images/2015/09/18/arts/18MAZE/18MAZE-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,18/9/15,17/9/15,"In the second installment in this film series, the heroes find themselves in a desolate landscape where humans have been ravaged by a deadly virus."
KEN JAWOROWSKI,0,2/11/17 4:16,Hellions,Review: ‘Hellions’ Reminds Us That Halloween Isn’t About the Candy,Read the New York Times Review of Hellions,article,http://www.nytimes.com/2015/09/18/movies/review-hellions-reminds-us-that-halloween-isnt-about-the-candy.html,Not Rated,,140,https://static01.nyt.com/images/2015/09/18/arts/18HELLIONS/18HELLIONS-mediumThreeByTwo210-v2.jpg,mediumThreeByTwo210,210,,17/9/15,"Demonic trick-or-treaters, spooky noises and a nod to “Rosemary’s Baby” create a fun, yet somewhat disappointing thriller."
A. O. SCOTT,0,2/11/17 4:18,Everest,Review: ‘Everest’ Revisits a Fateful Adventure in 3-D   ,Read the New York Times Review of Everest,article,http://www.nytimes.com/2015/09/18/movies/review-everest-revisits-a-fateful-adventure-in-3-d.html,PG-13,,140,https://static01.nyt.com/images/2015/09/18/arts/design/18EVEREST/18EVEREST-mediumThreeByTwo210-v3.jpg,mediumThreeByTwo210,210,25/9/15,17/9/15,"Baltasar Kormakur’s film is a breathless, large-scale 3-D action spectacle about an ill-starred attempt to scale the planet’s highest peak."
NEIL GENZLINGER,0,2/11/17 4:18,Cooties,"Review: ‘Cooties,’ Back to School With Zombies and Gore",Read the New York Times Review of Cooties,article,http://www.nytimes.com/2015/09/18/movies/review-cooties-back-to-school-with-zombies-and-gore.html,R,,140,https://static01.nyt.com/images/2015/09/18/arts/18COOTIES/18COOTIES-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,18/9/15,17/9/15,Tainted chicken nuggets in the cafeteria lead to a blood bath as teachers battle an undead uprising.
NEIL GENZLINGER,0,2/11/17 4:18,Bonobos: Back to the Wild,"Review: ‘Bonobos: Back to the Wild,’ a Sanctuary’s Rehab Mission",Read the New York Times Review of Bonobos: Back to the Wild,article,http://www.nytimes.com/2015/09/18/movies/review-bonobos-back-to-the-wild-a-sanctuarys-rehab-mission.html,,,140,https://static01.nyt.com/images/2015/09/18/arts/18BONONOS/18BONONOS-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,24/7/15,17/9/15,"This docudrama looks at the efforts of a conservationist named Claudine André, who runs a bonobo sanctuary in the Democratic Republic of Congo."
A. O. SCOTT,0,2/11/17 4:18,Black Mass,"Review: In ‘Black Mass,’ Johnny Depp Is the Dead-Eyed Killer Whitey Bulger",Read the New York Times Review of Black Mass,article,http://www.nytimes.com/2015/09/18/movies/review-black-mass-with-johnny-depp-as-the-dead-eyed-killer-whitey-bulger.html,R,,140,https://static01.nyt.com/images/2015/09/18/arts/design/18BLACKMASS/18BLACKMASS-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,18/9/15,17/9/15,"Scott Cooper’s film conjures a highly familiar gangster world of gamy characters, whackings and splattered brains."
KEN JAWOROWSKI,0,2/11/17 4:16,Tired Moonlight,Review: ‘Tired Moonlight’ Quietly Paints a Picture of Small-Town Life,Read the New York Times Review of Tired Moonlight,article,http://www.nytimes.com/2015/09/17/movies/review-tired-moonlight-quietly-paints-a-picture-of-small-town-life.html,,,140,https://static01.nyt.com/images/2015/09/17/arts/17TIREDMOON/17TIREDMOON-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,16/9/15,"A voice-over of the poet Paul Dickinson sporadically chimes in with verse, but images supply even finer poetry in this bleakly beautiful film."
STEPHEN HOLDEN,1,2/11/17 4:18,The Fool,Review: ‘The Fool’ Is Yuri Bykov’s Look at Corruption,Read the New York Times Review of The Fool,article,http://www.nytimes.com/2015/09/16/movies/review-the-fool-is-yuri-bykovs-look-at-corruption.html,,,140,https://static01.nyt.com/images/2015/09/16/arts/16FOOL/16FOOL-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,16/9/15,15/9/15,"In this film, Mr. Bykov’s main character is frustrated after noticing a structural flaw that could lead to a building’s collapse."
NEIL GENZLINGER,1,2/11/17 4:18,Pawn Sacrifice,"Review: ‘Pawn Sacrifice,’ Another Take on the Royal Game",Read the New York Times Review of Pawn Sacrifice,article,http://www.nytimes.com/2015/09/16/movies/review-pawn-sacrifice-another-take-on-the-royal-game.html,PG-13,,140,https://static01.nyt.com/images/2015/09/16/arts/16PAWN/16PAWN-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,25/9/15,15/9/15,Edward Zwick directs this film interpretation of the superpowers’ chess battle waged by Bobby Fischer and Boris Spassky in 1972.
BEN KENIGSBERG,0,2/11/17 4:16,Peace Officer,Review: ‘Peace Officer’ Explores Military-Style Raids by Law Enforcement,Read the New York Times Review of Peace Officer,article,http://www.nytimes.com/2015/09/16/movies/review-peace-officer-explores-military-style-raids-by-law-enforcement.html,,,140,https://static01.nyt.com/images/2015/09/16/arts/16PEACEOFF/16PEACEOFF-mediumThreeByTwo210-v2.jpg,mediumThreeByTwo210,210,,15/9/15,"Focusing on a quest by a retired sheriff, this documentary examines the consequences of the flow of military weapons to local departments."
NEIL GENZLINGER,0,2/11/17 4:18,The Perfect Guy,"Review: In &#8216;The Perfect Guy,&#8217; a Stalker Is Stirred",Read the New York Times Review of The Perfect Guy,article,http://www.nytimes.com/2015/09/12/movies/review-in-the-perfect-guy-a-stalker-is-stirred.html,PG-13,,140,https://static01.nyt.com/images/2015/09/12/arts/12PERFETSUB/12PERFETSUB-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,11/9/15,11/9/15,Michael Ealy plays a computer-security analyst and Sanaa Lathan the object of desire he just can&#8217;t quit in this thriller directed by David M. Rosenthal.
JEANNETTE CATSOULIS,1,2/11/17 4:18,Goodnight Mommy,Review: Twin Terrors Haunt &#8216;Goodnight Mommy&#8217;,Read the New York Times Review of Goodnight Mommy,article,http://www.nytimes.com/2015/09/11/movies/review-twin-terrors-haunt-goodnight-mommy.html,R,,140,https://static01.nyt.com/images/2015/09/11/arts/11GOODNIGHTALT/0911GOODNIGHTALT-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,11/9/15,10/9/15,"When Mommy comes back from the hospital a changed person with bandages obscuring her face, her twins take action."
RACHEL SALTZ,1,2/11/17 4:18,Paul Taylor: Creative Domain,Review: &#8216;Paul Taylor: Creative Domain&#8217; Shows a Choreographer at Work,Read the New York Times Review of Paul Taylor: Creative Domain,article,http://www.nytimes.com/2015/09/11/movies/review-paul-taylor-creative-domain-shows-a-choreographer-at-work.html,,,140,https://static01.nyt.com/images/2015/09/11/arts/11PAULTAYLOR/11PAULTAYLOR-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,11/9/15,10/9/15,"Kate Geis&#8217;s absorbing new documentary follows a Taylor dance, &#8220;Three Dubious Memories,&#8221; as it takes shape in a matter of weeks."
MANOHLA DARGIS,0,2/11/17 4:18,The Visit,Review: &#8216;The Visit&#8217; Is &#8216;Hansel and Gretel&#8217; With Less Candy and More Camcorders,Read the New York Times Review of The Visit,article,http://www.nytimes.com/2015/09/11/movies/review-the-visit-is-hansel-and-gretel-with-less-candy-and-more-camcorders.html,PG-13,,140,https://static01.nyt.com/images/2015/09/11/arts/0911THEVISIT/0911THEVISIT-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,11/9/15,10/9/15,M. Night Shyamalan&#8217;s new movie is one of those tales of child peril that have reliably spooked audiences for generations.
DANIEL M. GOLD,0,2/11/17 4:18,The Moving Creatures,"Review: &#8216;The Moving Creatures,&#8217; Three Tales of Family Ordeals",Read the New York Times Review of The Moving Creatures,article,http://www.nytimes.com/2015/09/11/movies/review-the-moving-creatures-three-tales-of-family-ordeals.html,,,140,https://static01.nyt.com/images/2015/09/11/arts/11MOVING/11MOVING-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,11/8/15,10/9/15,"Written and directed by Caetano Gotardo, this three-part movie about Brazilian families is a chilling reminder that a simple life is no shield against the disastrous."
HELEN T. VERONGOS,0,2/11/17 4:18,The Beauty Inside,Review: &#8216;The Beauty Inside&#8217; Features 123 Actors for One Leading Man,Read the New York Times Review of The Beauty Inside,article,http://www.nytimes.com/2015/09/11/movies/review-the-beauty-inside-features-123-actors-for-one-leading-man.html,,,140,https://static01.nyt.com/images/2015/09/11/arts/11BEAUTY/11BEAUTY-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,11/9/15,10/9/15,This quirky romance from South Korea is about a life that begins each day in a different body.
ANDY WEBSTER,0,2/11/17 4:18,Listening,"Review: &#8216;Listening,&#8217; a World Where Your Thoughts Are Not Your Own",Read the New York Times Review of Listening,article,http://www.nytimes.com/2015/09/11/movies/review-listening-a-world-where-your-thoughts-are-not-your-own.html,,,140,https://static01.nyt.com/images/2015/09/11/arts/11LISTEN/11LISTEN-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,11/9/15,10/9/15,Khalil Sullins directed this techno-paranoia fable about mind control and hard-wired telepathy.
MANOHLA DARGIS,0,2/11/17 4:16,Sleeping With Other People,"Review: In &#8216;Sleeping With Other People,&#8217; Star-Crossed Sex Addicts Make a Pact",Read the New York Times Review of Sleeping With Other People,article,http://www.nytimes.com/2015/09/11/movies/review-in-sleeping-with-other-people-star-crossed-sex-addicts-make-a-pact.html,R,,140,https://static01.nyt.com/images/2015/09/11/arts/11SLEEPING/0911SLEEPING-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,10/9/15,This romantic comedy stars Jason Sudeikis and Alison Brie as romantic failures who try to preserve their friendship by keeping it platonic.
ANDY WEBSTER,0,2/11/17 4:18,Meet the Patels,"Review: In &#8216;Meet the Patels,&#8217; a Son Submits to a Marriage Quest",Read the New York Times Review of Meet the Patels,article,http://www.nytimes.com/2015/09/11/movies/review-in-meet-the-patels-a-son-submits-to-a-marriage-quest.html,PG,,140,https://static01.nyt.com/images/2015/09/11/arts/11MEETPATEL/11MEETPATEL-mediumThreeByTwo210-v2.jpg,mediumThreeByTwo210,210,11/9/15,10/9/15,"In this documentary, the wisecracking son of Indian-born parents agrees to look for a spouse with a similar background."
STEPHEN HOLDEN,0,2/11/17 4:18,Breathe,"Review: &#8216;Breathe,&#8217; the Story of a Scary Teenage Romance",Read the New York Times Review of Breathe,article,http://www.nytimes.com/2015/09/11/movies/review-breathe-the-story-of-a-scary-teenage-romance.html,,,140,https://static01.nyt.com/images/2015/09/11/arts/11BREATHE/0911BREATHE-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,11/9/15,10/9/15,"This movie by M&#233;lanie Laurent conveys insight into the psychology of late adolescence, when childhood fantasies can combust with adult sexuality."
BEN KENIGSBERG,0,2/11/17 4:16,Wolf Totem,"Review: Annaud&#8217;s &#8216;Wolf Totem,&#8217; Set in Inner Mongolia in the 1960s",Read the New York Times Review of Wolf Totem,article,http://www.nytimes.com/2015/09/11/movies/review-annauds-wolf-totem-set-in-inner-mongolia-in-the-1960s.html,PG-13,,140,https://static01.nyt.com/images/2015/09/11/arts/11WOLFTOTEM/0911WOLFTOTEM-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,10/9/15,"The landscape and painstakingly trained wolves are the true stars of this film, which focuses on a student who leaves Beijing to teach in a remote village during the Cultural Revolution."
STEPHEN HOLDEN,0,2/11/17 4:18,A Brilliant Young Mind,Review: &#8216;A Brilliant Young Mind&#8217; Facing Infinite Obstacles,Read the New York Times Review of A Brilliant Young Mind,article,http://www.nytimes.com/2015/09/11/movies/review-a-brilliant-young-mind-facing-infinite-obstacles.html,PG-13,,140,https://static01.nyt.com/images/2015/09/11/arts/11BRILLANT1/0911BRILLANT1-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,11/9/15,10/9/15,A young mathematical genius played by Asa Butterfield struggles with his autism and the aftermath of his father&#8217;s death.
NICOLAS RAPOLD,0,2/11/17 4:18,90 Minutes in Heaven,"Review: &#8216;90 Minutes in Heaven,&#8217; Then a Long Road Back",Read the New York Times Review of 90 Minutes in Heaven,article,http://www.nytimes.com/2015/09/11/movies/review-90-minutes-in-heaven-then-a-long-road-back.html,PG-13,,140,https://static01.nyt.com/images/2015/09/11/arts/11NINETY/0911NINETY-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,11/9/15,10/9/15,"This movie, based on a best-selling memoir, dwells on the physical and spiritual recovery of Don Piper, a Texas pastor who was declared dead in a car crash."
A. O. SCOTT,1,2/11/17 4:16,Time Out of Mind,"Review: Richard Gere in &#8216;Time Out of Mind,&#8217; a Life Adrift on the Margins",Read the New York Times Review of Time Out of Mind,article,http://www.nytimes.com/2015/09/09/movies/review-richard-gere-in-time-out-of-mind-a-life-adrift-on-the-margins.html,,,140,https://static01.nyt.com/images/2015/09/09/arts/09TIMEOUT/09TIMEOUT-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,8/9/15,This film is an intimate portrait of a man caught between the desire to be left alone and a need for human connection.
STEPHEN HOLDEN,0,2/11/17 4:16,Welcome to Leith,"Review: &#8216;Welcome to Leith,&#8217; a Documentary About a Town Fighting a Racist Takeover",Read the New York Times Review of Welcome to Leith,article,http://www.nytimes.com/2015/09/09/movies/review-welcome-to-leith-a-documentary-about-a-town-fighting-a-racist-takeover.html,,,140,https://static01.nyt.com/images/2015/09/09/arts/09WELCOME/09WELCOME-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,8/9/15,This documentary charts how a tiny North Dakota town united to block a racist&#8217;s plan to turn their enclave into a haven for white supremacists.
A. O. SCOTT,0,2/11/17 4:16,Coming Home,"Review: In &#8216;Coming Home,&#8217; a Family Rocked by the Cultural Revolution",Read the New York Times Review of Coming Home,article,http://www.nytimes.com/2015/09/09/movies/review-in-coming-home-a-family-rocked-by-the-cultural-revolution.html,PG-13,,140,https://static01.nyt.com/images/2015/09/09/arts/09COMING-SUB/09COMING-SUB-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,8/9/15,"Amid the Cultural Revolution, a father is imprisoned, his teenage daughter denounces him, and a family tries to recover from that pain in this film by Zhang Yimou."
STEPHEN HOLDEN,1,2/11/17 4:16,The Golden Dream,"Review: In ‘La Jaula de Oro,’ Riding the Rails to Reach New Lives",Read the New York Times Review of The Golden Dream,article,http://www.nytimes.com/2015/09/04/movies/review-in-la-jaula-de-oro-riding-the-rails-to-reach-new-lives.html,,,140,https://static01.nyt.com/images/2015/09/04/arts/04GOLDEN/04GOLDEN-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,,3/9/15,Diego Quemada-Diez&#8217;s film follows three Guatemalan teenagers as they make their way through Mexico to the United States border.
STEPHEN HOLDEN,1,2/11/17 4:18,Blind,"Review: In &#8216;Blind,&#8217; Perception and Fantasy Converge in a Writer&#8217;s Mind",Read the New York Times Review of Blind,article,http://www.nytimes.com/2015/09/04/movies/review-in-blind-perception-and-fantasy-converge-in-a-writers-mind.html,,,140,https://static01.nyt.com/images/2015/09/04/arts/04BLIND1/04BLIND1-mediumThreeByTwo210.jpg,mediumThreeByTwo210,210,4/9/15,3/9/15,A Norwegian woman who recently lost her sight struggles to keep in touch with the visual world in Eskil Vogt&#8217;s debut feature.
